zip,CON,DEM,GRE,IND,LIB,REP,UNK,total
48463,0.0,420.0,0.0,0.0,0.0,500.0,0.0,920.0
48464,0.0,0.0,0.0,0.0,0.0,520.0,0.0,520.0
48466,0.0,332.0,0.0,0.0,0.0,0.0,0.0,332.0
48467,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,1510.0
48468,0.0,900.0,0.0,0.0,0.0,0.0,0.0,900.0
48469,0.0,140.0,0.0,0.0,0.0,584.0,0.0,724.0
48471,0.0,510.0,0.0,0.0,0.0,250.0,0.0,760.0
48472,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
48473,0.0,5414.0,58.0,0.0,0.0,3299.0,0.0,8771.0
48475,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0
48480,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
48501,0.0,609.0,0.0,0.0,0.0,0.0,0.0,609.0
48502,0.0,750.0,0.0,0.0,0.0,1250.0,0.0,2000.0
48503,0.0,8230.0,0.0,0.0,250.0,961.0,0.0,9441.0
48504,0.0,2590.0,0.0,0.0,0.0,10.0,0.0,2600.0
48505,0.0,292.0,0.0,0.0,0.0,0.0,0.0,292.0
48506,0.0,2598.0,0.0,0.0,0.0,1951.0,0.0,4549.0
48507,0.0,9521.0,0.0,0.0,0.0,6007.0,0.0,15528.0
48509,0.0,2631.0,0.0,0.0,0.0,792.0,0.0,3423.0
48519,0.0,1106.0,0.0,0.0,0.0,600.0,0.0,1706.0
48529,0.0,1286.0,0.0,0.0,0.0,0.0,0.0,1286.0
48532,0.0,9928.0,0.0,0.0,0.0,610.0,0.0,10538.0
48601,0.0,948.0,0.0,0.0,0.0,6050.0,0.0,6998.0
48602,0.0,5759.0,0.0,0.0,0.0,2876.0,0.0,8635.0
48603,0.0,7231.0,0.0,0.0,250.0,7098.0,0.0,14579.0
48604,0.0,218.0,0.0,0.0,0.0,750.0,0.0,968.0
48605,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0
48609,0.0,4039.0,0.0,0.0,0.0,9088.0,0.0,13127.0
48610,0.0,118.0,0.0,0.0,0.0,0.0,0.0,118.0
48611,0.0,250.0,0.0,0.0,0.0,250.0,0.0,500.0
48612,0.0,402.0,0.0,0.0,0.0,2350.0,0.0,2752.0
48613,0.0,0.0,0.0,0.0,0.0,775.0,0.0,775.0
48615,0.0,180.0,0.0,0.0,0.0,0.0,0.0,180.0
48616,0.0,635.0,0.0,0.0,0.0,650.0,0.0,1285.0
48617,0.0,665.0,0.0,0.0,672.0,1350.0,0.0,2687.0
48618,0.0,901.0,0.0,0.0,0.0,250.0,0.0,1151.0
48619,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0
48621,0.0,50.0,0.0,0.0,0.0,605.0,0.0,655.0
48622,0.0,2061.0,0.0,0.0,0.0,1880.0,0.0,3941.0
48623,0.0,4426.0,0.0,0.0,250.0,4353.0,0.0,9029.0
48624,0.0,3450.0,0.0,0.0,0.0,1882.0,0.0,5332.0
48625,0.0,0.0,0.0,0.0,0.0,2877.0,0.0,2877.0
48626,0.0,70.0,0.0,0.0,0.0,4010.0,0.0,4080.0
48627,0.0,75.0,0.0,0.0,0.0,150.0,0.0,225.0
48628,0.0,0.0,0.0,0.0,0.0,770.0,0.0,770.0
48629,0.0,850.0,0.0,0.0,0.0,3681.0,0.0,4531.0
48631,0.0,674.0,0.0,0.0,0.0,2544.0,0.0,3218.0
48632,0.0,289.0,0.0,0.0,0.0,1176.0,0.0,1465.0
48633,0.0,400.0,0.0,0.0,0.0,0.0,0.0,400.0
48634,0.0,508.0,0.0,0.0,0.0,160.0,0.0,668.0
48635,0.0,0.0,0.0,0.0,0.0,465.0,0.0,465.0
48636,0.0,1000.0,500.0,0.0,0.0,0.0,0.0,1500.0
48637,0.0,0.0,0.0,0.0,0.0,105.0,0.0,105.0
48638,0.0,2181.0,0.0,0.0,250.0,3125.0,0.0,5556.0
48640,0.0,22264.0,0.0,0.0,0.0,18939.0,0.0,41203.0
48642,0.0,13483.0,0.0,250.0,0.0,23832.0,0.0,37565.0
48647,0.0,0.0,0.0,0.0,0.0,1216.0,0.0,1216.0
48649,0.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0
48650,0.0,100.0,0.0,0.0,0.0,6749.0,0.0,6849.0
48651,0.0,3072.0,0.0,0.0,0.0,561.0,0.0,3633.0
48653,0.0,6455.0,0.0,0.0,0.0,3570.0,0.0,10025.0
48654,0.0,100.0,0.0,0.0,0.0,725.0,0.0,825.0
48655,0.0,621.0,0.0,0.0,0.0,360.0,0.0,981.0
48656,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0
48657,0.0,641.0,0.0,0.0,0.0,8101.0,0.0,8742.0
48658,0.0,35.0,0.0,0.0,0.0,2000.0,0.0,2035.0
48659,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0
48661,0.0,1597.0,0.0,0.0,0.0,2377.0,0.0,3974.0
48701,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0
48703,0.0,336.0,0.0,0.0,0.0,1116.0,0.0,1452.0
48705,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0
48706,0.0,10885.0,344.0,0.0,0.0,9605.0,0.0,20834.0
48708,0.0,4641.0,0.0,0.0,0.0,2355.0,0.0,6996.0
48722,0.0,1153.0,0.0,0.0,0.0,1332.0,0.0,2485.0
48723,0.0,2300.0,0.0,0.0,0.0,1515.0,0.0,3815.0
48725,0.0,275.0,0.0,0.0,0.0,300.0,0.0,575.0
48726,0.0,203.0,0.0,0.0,0.0,2965.0,0.0,3168.0
48727,0.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0
48729,0.0,0.0,0.0,0.0,0.0,765.0,0.0,765.0
48730,0.0,295.0,0.0,0.0,0.0,1150.0,0.0,1445.0
48731,0.0,281.0,0.0,0.0,0.0,175.0,0.0,456.0
48732,0.0,1801.0,0.0,0.0,0.0,655.0,0.0,2456.0
48734,0.0,8398.0,0.0,0.0,0.0,8520.0,0.0,16918.0
48735,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0
48737,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0
48738,0.0,135.0,0.0,0.0,0.0,0.0,0.0,135.0
48739,0.0,812.0,0.0,0.0,0.0,0.0,0.0,812.0
48740,0.0,1160.0,250.0,0.0,0.0,2566.0,0.0,3976.0
48741,0.0,500.0,0.0,0.0,0.0,700.0,0.0,1200.0
48742,0.0,30.0,0.0,0.0,0.0,1577.0,0.0,1607.0
48746,0.0,935.0,0.0,0.0,0.0,576.0,0.0,1511.0
48747,0.0,50.0,0.0,0.0,0.0,500.0,0.0,550.0
48748,0.0,0.0,0.0,0.0,0.0,225.0,0.0,225.0
48749,0.0,380.0,0.0,0.0,0.0,0.0,0.0,380.0
48750,0.0,1392.0,0.0,0.0,0.0,1475.0,0.0,2867.0
48755,0.0,629.0,0.0,0.0,0.0,594.0,0.0,1223.0
48756,0.0,54.0,0.0,0.0,0.0,143.0,0.0,197.0
48757,0.0,778.0,0.0,0.0,0.0,2040.0,0.0,2818.0
48759,0.0,0.0,0.0,0.0,0.0,520.0,0.0,520.0
48760,0.0,0.0,0.0,0.0,0.0,406.0,0.0,406.0
48761,0.0,576.0,0.0,0.0,0.0,160.0,0.0,736.0
48762,0.0,52.0,0.0,0.0,0.0,0.0,0.0,52.0
48763,0.0,1153.0,0.0,0.0,0.0,130.0,0.0,1283.0
48766,0.0,155.0,0.0,0.0,0.0,655.0,0.0,810.0
48767,0.0,234.0,0.0,0.0,0.0,0.0,0.0,234.0
48768,0.0,1505.0,0.0,0.0,0.0,3053.0,0.0,4558.0
48801,0.0,4440.0,0.0,0.0,0.0,4544.0,0.0,8984.0
48804,0.0,515.0,0.0,0.0,0.0,0.0,0.0,515.0
48805,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,1350.0
48806,0.0,0.0,0.0,0.0,0.0,125.0,0.0,125.0
48808,0.0,5968.0,0.0,0.0,0.0,5825.0,0.0,11793.0
48809,0.0,594.0,0.0,0.0,0.0,295.0,0.0,889.0
48811,0.0,739.0,0.0,0.0,0.0,117.0,0.0,856.0
48812,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0
48813,0.0,3099.0,0.0,0.0,0.0,4685.0,0.0,7784.0
48815,0.0,100.0,0.0,0.0,0.0,1531.0,0.0,1631.0
48817,0.0,1174.0,0.0,0.0,145.0,715.0,0.0,2034.0
48818,0.0,515.0,0.0,0.0,0.0,0.0,0.0,515.0
48819,0.0,215.0,0.0,0.0,0.0,3268.0,0.0,3483.0
48820,0.0,3614.0,0.0,0.0,104.0,16045.0,0.0,19763.0
48821,0.0,3977.0,0.0,0.0,0.0,5349.0,0.0,9326.0
48822,0.0,381.0,0.0,0.0,0.0,1430.0,0.0,1811.0
48823,0.0,121786.0,250.0,0.0,0.0,36676.0,0.0,158712.0
48824,0.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0
48825,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0
48826,0.0,575.0,0.0,0.0,0.0,200.0,0.0,775.0
48827,0.0,3888.0,0.0,0.0,0.0,3535.0,0.0,7423.0
48829,0.0,50.0,0.0,0.0,0.0,80.0,0.0,130.0
48832,0.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0
48835,0.0,33.0,0.0,0.0,0.0,1250.0,0.0,1283.0
48836,0.0,1540.0,0.0,0.0,0.0,12834.0,0.0,14374.0
48837,0.0,10094.0,0.0,0.0,0.0,3023.0,0.0,13117.0
48838,0.0,1352.0,0.0,0.0,0.0,3021.0,0.0,4373.0
48840,0.0,19590.0,200.0,0.0,650.0,6926.0,0.0,27366.0
48841,0.0,100.0,0.0,0.0,0.0,1000.0,0.0,1100.0
48842,0.0,13560.0,0.0,0.0,0.0,3243.0,0.0,16803.0
48843,0.0,11517.0,502.0,0.0,0.0,51062.0,0.0,63081.0
48844,0.0,0.0,0.0,0.0,0.0,520.0,0.0,520.0
48845,0.0,0.0,0.0,0.0,0.0,285.0,0.0,285.0
48846,0.0,1958.0,0.0,0.0,0.0,1347.0,0.0,3305.0
48847,0.0,282.0,0.0,0.0,0.0,1209.0,0.0,1491.0
48848,0.0,2227.0,0.0,0.0,0.0,1075.0,0.0,3302.0
48849,0.0,1360.0,0.0,0.0,0.0,2486.0,0.0,3846.0
48850,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0
48851,0.0,100.0,0.0,0.0,3000.0,250.0,0.0,3350.0
48854,0.0,9741.0,0.0,0.0,0.0,3075.0,0.0,12816.0
48855,0.0,1971.0,0.0,0.0,0.0,3515.0,0.0,5486.0
48856,0.0,65.0,0.0,0.0,0.0,0.0,0.0,65.0
48857,0.0,475.0,0.0,0.0,250.0,250.0,0.0,975.0
48858,0.0,21953.0,0.0,0.0,15.0,16442.0,0.0,38410.0
48860,0.0,225.0,0.0,0.0,0.0,0.0,0.0,225.0
48861,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0
48864,0.0,60460.0,500.0,0.0,1816.0,17091.0,0.0,79867.0
48865,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
48866,0.0,0.0,0.0,0.0,0.0,1381.0,0.0,1381.0
48867,0.0,6904.0,0.0,0.0,213.0,1985.0,0.0,9102.0
48871,0.0,439.0,0.0,0.0,0.0,0.0,0.0,439.0
48872,0.0,1166.0,0.0,0.0,0.0,3568.0,0.0,4734.0
48875,0.0,501.0,0.0,0.0,0.0,1910.0,0.0,2411.0
48876,0.0,245.0,0.0,0.0,0.0,334.0,0.0,579.0
48877,0.0,368.0,0.0,0.0,0.0,520.0,0.0,888.0
48878,0.0,277.0,0.0,0.0,0.0,0.0,0.0,277.0
48879,0.0,3685.0,0.0,0.0,0.0,2995.0,0.0,6680.0
48880,0.0,2188.0,0.0,0.0,0.0,1250.0,0.0,3438.0
48881,0.0,585.0,0.0,0.0,0.0,909.0,0.0,1494.0
48883,0.0,346.0,0.0,0.0,0.0,1644.0,0.0,1990.0
48886,0.0,0.0,0.0,0.0,0.0,1404.0,0.0,1404.0
48888,0.0,3440.0,0.0,0.0,0.0,500.0,0.0,3940.0
48889,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,1050.0
48890,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0
48892,0.0,50.0,0.0,0.0,0.0,175.0,0.0,225.0
48893,0.0,2738.0,0.0,0.0,0.0,835.0,0.0,3573.0
48894,0.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0
48895,0.0,18272.0,0.0,0.0,0.0,12621.0,0.0,30893.0
48897,0.0,0.0,69.0,0.0,0.0,150.0,0.0,219.0
48901,0.0,1008.0,0.0,0.0,0.0,52.0,0.0,1060.0
48906,0.0,13862.0,0.0,0.0,0.0,903.0,0.0,14765.0
48909,0.0,880.0,0.0,0.0,0.0,143.0,0.0,1023.0
48910,0.0,24678.0,0.0,0.0,0.0,3755.0,0.0,28433.0
48911,0.0,6250.0,0.0,0.0,0.0,5891.0,0.0,12141.0
48912,0.0,20161.0,700.0,0.0,0.0,1565.0,0.0,22426.0
48915,0.0,7349.0,0.0,0.0,0.0,3845.0,0.0,11194.0
48917,0.0,15177.0,0.0,0.0,0.0,1800.0,0.0,16977.0
48933,0.0,1198.0,0.0,0.0,0.0,1000.0,0.0,2198.0
49001,0.0,8472.0,1250.0,0.0,0.0,1605.0,0.0,11327.0
49002,0.0,12561.0,0.0,0.0,0.0,10908.0,0.0,23469.0
49004,0.0,4414.0,250.0,0.0,0.0,1657.0,0.0,6321.0
49005,0.0,0.0,225.0,0.0,0.0,0.0,0.0,225.0
49006,0.0,23532.0,0.0,0.0,0.0,1427.0,0.0,24959.0
49007,0.0,14359.0,0.0,0.0,0.0,250.0,0.0,14609.0
49008,0.0,34561.0,0.0,0.0,0.0,21024.0,0.0,55585.0
49009,0.0,26395.0,290.0,1000.0,350.0,34856.0,0.0,62891.0
49010,0.0,1532.0,0.0,0.0,0.0,8705.0,0.0,10237.0
49011,0.0,300.0,0.0,0.0,0.0,25.0,0.0,325.0
49012,0.0,357.0,0.0,0.0,0.0,1450.0,0.0,1807.0
49013,0.0,667.0,0.0,0.0,0.0,250.0,0.0,917.0
49014,0.0,1758.0,0.0,0.0,0.0,1940.0,0.0,3698.0
49015,0.0,3423.0,0.0,0.0,0.0,10205.0,0.0,13628.0
49016,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0
49017,0.0,2645.0,0.0,0.0,0.0,6375.0,0.0,9020.0
49019,0.0,321.0,0.0,0.0,0.0,0.0,0.0,321.0
49021,0.0,68.0,0.0,0.0,0.0,195.0,0.0,263.0
49022,0.0,4486.0,0.0,100.0,0.0,3945.0,0.0,8531.0
49023,0.0,0.0,0.0,0.0,0.0,350.0,0.0,350.0
49024,0.0,14656.0,128.0,0.0,75.0,13721.0,0.0,28580.0
49026,0.0,70.0,0.0,0.0,0.0,525.0,0.0,595.0
49028,0.0,37.0,0.0,0.0,0.0,370.0,0.0,407.0
49029,0.0,745.0,0.0,0.0,0.0,225.0,0.0,970.0
49030,0.0,500.0,0.0,0.0,0.0,825.0,0.0,1325.0
49031,0.0,4580.0,0.0,0.0,0.0,7840.0,0.0,12420.0
49032,0.0,195.0,0.0,0.0,0.0,0.0,0.0,195.0
49033,0.0,350.0,0.0,162.0,0.0,0.0,0.0,512.0
49034,0.0,0.0,0.0,0.0,0.0,1602.0,0.0,1602.0
49036,0.0,799.0,0.0,0.0,0.0,5816.0,0.0,6615.0
49037,0.0,2259.0,0.0,0.0,0.0,1100.0,0.0,3359.0
49038,0.0,5134.0,0.0,0.0,0.0,125.0,0.0,5259.0
49040,0.0,400.0,0.0,0.0,0.0,225.0,0.0,625.0
49042,0.0,513.0,0.0,0.0,0.0,350.0,0.0,863.0
49043,0.0,118.0,0.0,0.0,0.0,0.0,0.0,118.0
49045,0.0,139.0,0.0,0.0,0.0,875.0,0.0,1014.0
49046,0.0,5092.0,0.0,0.0,0.0,1955.0,0.0,7047.0
49047,0.0,518.0,0.0,0.0,0.0,6558.0,0.0,7076.0
49048,0.0,3007.0,0.0,0.0,0.0,6021.0,0.0,9028.0
49051,0.0,0.0,0.0,0.0,0.0,215.0,0.0,215.0
49053,0.0,3559.0,0.0,0.0,0.0,700.0,0.0,4259.0
49055,0.0,2680.0,0.0,0.0,0.0,1108.0,0.0,3788.0
49056,0.0,600.0,0.0,0.0,0.0,1700.0,0.0,2300.0
49057,0.0,313.0,0.0,0.0,0.0,55.0,0.0,368.0
49058,0.0,2758.0,250.0,0.0,0.0,4256.0,0.0,7264.0
49060,0.0,0.0,0.0,0.0,0.0,23240.0,0.0,23240.0
49061,0.0,125.0,0.0,0.0,0.0,0.0,0.0,125.0
49064,0.0,758.0,0.0,0.0,0.0,2610.0,0.0,3368.0
49065,0.0,3996.0,0.0,0.0,0.0,3772.0,0.0,7768.0
49067,0.0,1486.0,0.0,0.0,0.0,2930.0,0.0,4416.0
49068,0.0,6687.0,0.0,0.0,0.0,2038.0,0.0,8725.0
49070,0.0,500.0,0.0,0.0,0.0,200.0,0.0,700.0
49071,0.0,1055.0,0.0,0.0,0.0,3553.0,0.0,4608.0
49072,0.0,443.0,0.0,0.0,0.0,595.0,0.0,1038.0
49073,0.0,0.0,0.0,0.0,0.0,11885.0,0.0,11885.0
49076,0.0,777.0,0.0,0.0,0.0,1110.0,0.0,1887.0
49077,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0
49078,0.0,25.0,0.0,0.0,0.0,1255.0,0.0,1280.0
49079,0.0,2552.0,0.0,0.0,0.0,9601.0,0.0,12153.0
49080,0.0,5753.0,0.0,0.0,0.0,14410.0,0.0,20163.0
49081,0.0,349.0,0.0,0.0,0.0,0.0,0.0,349.0
49082,0.0,562.0,0.0,0.0,0.0,6997.0,0.0,7559.0
49083,0.0,4015.0,0.0,0.0,0.0,38080.0,0.0,42095.0
49084,0.0,0.0,0.0,0.0,0.0,600.0,0.0,600.0
49085,0.0,15561.0,0.0,0.0,0.0,14945.0,0.0,30506.0
49087,0.0,880.0,0.0,0.0,0.0,5577.0,0.0,6457.0
49088,0.0,3100.0,0.0,0.0,0.0,1105.0,0.0,4205.0
49089,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0
49090,0.0,10294.0,0.0,0.0,1000.0,3305.0,0.0,14599.0
49091,0.0,3060.0,0.0,0.0,0.0,6126.0,0.0,9186.0
49092,0.0,2385.0,0.0,0.0,0.0,0.0,0.0,2385.0
49093,0.0,5259.0,0.0,0.0,0.0,11177.0,0.0,16436.0
49094,0.0,225.0,0.0,0.0,0.0,1137.0,0.0,1362.0
49096,0.0,260.0,0.0,0.0,0.0,825.0,0.0,1085.0
49097,0.0,3663.0,0.0,0.0,0.0,3322.0,0.0,6985.0
49098,0.0,947.0,0.0,0.0,445.0,1000.0,0.0,2392.0
49099,0.0,2194.0,0.0,0.0,0.0,1162.0,0.0,3356.0
49101,0.0,0.0,0.0,0.0,0.0,350.0,0.0,350.0
49102,0.0,53.0,0.0,0.0,0.0,250.0,0.0,303.0
49103,0.0,6057.0,0.0,0.0,594.0,3027.0,0.0,9678.0
49106,0.0,563.0,0.0,0.0,0.0,1779.0,0.0,2342.0
49107,0.0,736.0,0.0,0.0,0.0,1850.0,0.0,2586.0
49111,0.0,1819.0,0.0,0.0,0.0,315.0,0.0,2134.0
49112,0.0,3148.0,0.0,0.0,100.0,4378.0,0.0,7626.0
49113,0.0,1995.0,0.0,0.0,0.0,888.0,0.0,2883.0
49115,0.0,347.0,0.0,0.0,0.0,0.0,0.0,347.0
49116,0.0,3915.0,0.0,0.0,0.0,0.0,0.0,3915.0
49117,0.0,15979.0,0.0,0.0,0.0,2180.0,0.0,18159.0
49120,0.0,12932.0,250.0,0.0,250.0,13543.0,0.0,26975.0
49125,0.0,3627.0,0.0,0.0,0.0,2415.0,0.0,6042.0
49127,0.0,7658.0,0.0,0.0,0.0,12645.0,0.0,20303.0
49128,0.0,1427.0,0.0,0.0,0.0,3550.0,0.0,4977.0
49129,0.0,4084.0,0.0,0.0,0.0,4180.0,0.0,8264.0
49130,0.0,250.0,0.0,0.0,0.0,100.0,0.0,350.0
49201,0.0,6509.0,25.0,0.0,663.0,14920.0,0.0,22117.0
49202,0.0,805.0,0.0,0.0,0.0,3263.0,0.0,4068.0
49203,0.0,9581.0,0.0,0.0,0.0,5868.0,0.0,15449.0
49204,0.0,600.0,0.0,0.0,0.0,500.0,0.0,1100.0
49220,0.0,0.0,0.0,0.0,0.0,553.0,0.0,553.0
49221,0.0,6784.0,0.0,0.0,0.0,4617.0,0.0,11401.0
49224,0.0,4063.0,0.0,0.0,0.0,0.0,0.0,4063.0
49227,0.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0
49228,0.0,814.0,0.0,0.0,0.0,1242.0,0.0,2056.0
49229,0.0,1772.0,0.0,0.0,0.0,1280.0,0.0,3052.0
49230,0.0,606.0,0.0,0.0,0.0,2734.0,0.0,3340.0
49233,0.0,4006.0,2790.0,0.0,0.0,4064.0,0.0,10860.0
49234,0.0,1052.0,0.0,0.0,0.0,5152.0,0.0,6204.0
49235,0.0,327.0,0.0,0.0,0.0,200.0,0.0,527.0
49236,0.0,652.0,0.0,0.0,0.0,4650.0,0.0,5302.0
49237,0.0,0.0,0.0,0.0,0.0,3345.0,0.0,3345.0
49240,0.0,4224.0,0.0,0.0,0.0,1805.0,0.0,6029.0
49241,0.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0
49242,0.0,969.0,0.0,0.0,0.0,18743.0,0.0,19712.0
49245,0.0,824.0,0.0,0.0,0.0,297.0,0.0,1121.0
49246,0.0,784.0,0.0,0.0,0.0,1355.0,0.0,2139.0
49247,0.0,72.0,0.0,0.0,500.0,3410.0,0.0,3982.0
49248,0.0,325.0,0.0,0.0,0.0,1089.0,0.0,1414.0
49249,0.0,0.0,0.0,0.0,0.0,520.0,0.0,520.0
49250,0.0,175.0,0.0,0.0,0.0,100.0,0.0,275.0
49251,0.0,1271.0,0.0,0.0,0.0,800.0,0.0,2071.0
49252,0.0,237.0,0.0,0.0,0.0,350.0,0.0,587.0
49253,0.0,905.0,0.0,0.0,0.0,580.0,0.0,1485.0
49254,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0
49256,0.0,177.0,0.0,0.0,0.0,220.0,0.0,397.0
49259,0.0,575.0,0.0,0.0,0.0,500.0,0.0,1075.0
49261,0.0,115.0,0.0,0.0,0.0,0.0,0.0,115.0
49262,0.0,366.0,0.0,0.0,0.0,0.0,0.0,366.0
49264,0.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0
